SKU,Category (Drop Down),Sub Category (drop Down),Product Name,Features,Pricing,Description HTML,Images
ONG029,Sanitary Wares,Wash Basin,Table Top Basin,"Square shaped with tap hole and over flow hole, anti germ glaze.",980,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Range</strong></td>
 <td style=""height: 13px;"">Continental</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Type</strong></td>
 <td style=""height: 13px;"">Table Top Basin</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Outlet</strong></td>
 <td style=""height: 13px;"">Horizontal</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Material</strong></td>
 <td style=""height: 13px;"">Ceramic - Vitreous China</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 39.4px;"" rowspan=""3""><strong>Technical Details</strong></td>
 <td style=""height: 13px;"">Diameter of the top hole 35&nbsp;Ø +2 -1mm</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;"">ID of waste outlet hole 45&nbsp;Ø +2 -1mm</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;"">Horizontal distance between the&nbsp;center line of the tap hole and the center line of the waste outlet hole&nbsp;≤ 137mm&nbsp;</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Dimensions</strong></td>
 <td style=""height: 13px;"">(L) 410mm<br>(W) 410mm<br>(H) 155mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01472.jpeg
ONG030,Sanitary Wares,Wash Basin,Table Top Basin,"With tap hole and over flow hole, anti germ glaze.",830,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Range</strong></td>
 <td style=""height: 13px;"">Fonte</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Type</strong></td>
 <td style=""height: 13px;"">Table Top Basin</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Outlet</strong></td>
 <td style=""height: 13px;"">Horizontal</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Material</strong></td>
 <td style=""height: 13px;"">Ceramic - Vitreous China</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 39.4px;"" rowspan=""3""><strong>Technical Details</strong></td>
 <td style=""height: 13px;"">Diameter of the tap hole 35 Ø +2 -1mm</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;"">ID of waste outlet hole 45&nbsp;Ø +2 -1mm</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;"">Horizontal distance between the centre line of the tap hole and the center line of the waste outlet hole&nbsp;≤ 130mm&nbsp;</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Dimensions</strong></td>
 <td style=""height: 13px;"">(L) 500mm<br>(W) 420mm<br>(H) 200mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01460.jpeg
ONG031,Sanitary Wares,Wash Basin,Table Top Basin,With over tap hole and anti germ glaze.,880,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Range</strong></td>
 <td style=""height: 13px;"">Vignette</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Type</strong></td>
 <td style=""height: 13px;"">Table Top Basin</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Outlet</strong></td>
 <td style=""height: 13px;"">Horizontal</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Material</strong></td>
 <td style=""height: 13px;"">Ceramic - Vitreous China</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 39.4px;"" rowspan=""2""><strong>Technical Details</strong></td>
 <td style=""height: 13px;"">ID of waste outlet hole 45&nbsp;Ø +2 -1mm</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;"">Horizontal distance between&nbsp;the center line of the tap hole and the center line of the waste outlet hole&nbsp;≤ 170mm&nbsp;</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Dimensions</strong></td>
 <td style=""height: 13px;"">(L) 600mm<br>(W) 385mm<br>(H) 195mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01462.jpeg
ONG032,Sanitary Wares,Wash Basin,Wall Hung Integrated Basin,"Integrated design with tap hole and over flow cap, anti germ glaze.",790,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Range</strong></td>
 <td style=""height: 13px;"">Aria</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Type</strong></td>
 <td style=""height: 13px;"">Wall Hung&nbsp;Basin</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Outlet</strong></td>
 <td style=""height: 13px;"">Horizontal</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Material</strong></td>
 <td style=""height: 13px;"">Ceramic - Vitreous China</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 39.4px;"" rowspan=""3""><strong>Technical Details</strong></td>
 <td style=""height: 13px;"">Diameter of the tap hole 35&nbsp;Ø +2 -1mm</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;"">ID of waste outlet hole 45&nbsp;Ø +2 -3mm</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;"">Horizontal distance between&nbsp;the center line of the tap hole and the center line of the waste outlet hole&nbsp;≤ 130mm&nbsp;</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Dimensions</strong></td>
 <td style=""height: 13px;"">(L) 500mm<br>(W) 440mm<br>(H) 385mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01469.jpeg
ONG033,Sanitary Wares,Wash Basin,Table Top Basin,Basin without tap hole.,800,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Range</strong></td>
 <td style=""height: 13px;"">Kavalier</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Type</strong></td>
 <td style=""height: 13px;"">Table Top Basin</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Outlet</strong></td>
 <td style=""height: 13px;"">Horizontal</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Material</strong></td>
 <td style=""height: 13px;"">Ceramic - Vitreous China</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 39.4px;"" rowspan=""2""><strong>Technical Details</strong></td>
 <td style=""height: 13px;"">ID of waste outlet hole 45&nbsp;Ø +2 -3mm</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;"">Horizontal distance between the bowl edges and the center line of the waste outlet hole&nbsp;≤ 240mm&nbsp;</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Dimensions</strong></td>
 <td style=""height: 13px;"">(L) 710mm<br>(W) 460mm<br>(H) 180mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01481.jpg
ONG034,Sanitary Wares,Wash Basin,Designer Countertop Basin,"Designer counter top basin.
 Rectangle shaped.",870,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 460mm<br>(W) 330mm<br>(H) 140mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01490.jpg
ONG035,Sanitary Wares,Wash Basin,Designer Countertop Basin,"Designer counter top basin.
 Round shaped.",890,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 420mm<br>(W) 420mm<br>(H) 135mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01491.jpg
ONG036,Sanitary Wares,Wash Basin,Designer Countertop Basin,"Designer counter top basin.
 Oval shaped.",900,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 590mm<br>(W) 335mm<br>(H) 145mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01488.jpg
ONG037,Sanitary Wares,Wash Basin,Ultra Thin Edge Black Basin,"Ultra thin edge black basin.
 Round shaped.",900,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 420mm<br>(W) 420mm<br>(H) 135mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01493.jpg
ONG038,Sanitary Wares,Wash Basin,Ultra Thin Edge Black Basin,"Ultra thin edge black basin.
 Square shaped.",900,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 390mm<br>(W) 390mm<br>(H) 135mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01492.jpg
ONG039,Sanitary Wares,Wash Basin,Countertop Basin,Countertop basin.,760,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 670mm<br>(W) 440mm<br>(H) 150mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01555.png
ONG041,Sanitary Wares,Wash Basin,Countertop Basin,Countertop basin.,750,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 590mm<br>(W) 390mm<br>(H) 215mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01539.png
,Sanitary Wares,Wash Basin,Countertop Basin,"Countertop basin.
 Remark: machining.",820,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 600mm<br>(W) 420mm<br>(H) 160mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01551.png
ONG042,Sanitary Wares,Wash Basin,Countertop Basin,"Countertop basin.
 Remark: machining.",830,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 400mm<br>(W) 400mm<br>(H) 160mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01552.png
ONG043,Sanitary Wares,Wash Basin,Countertop Basin,Countertop basin.,750,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 580mm<br>(W) 370mm<br>(H) 150mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01541.png
ONG044,Sanitary Wares,Wash Basin,Countertop Basin,"Countertop basin.
 Remark: machining.",790,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 515mm<br>(W) 400mm<br>(H) 135mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01553.png
ONG045,Sanitary Wares,Wash Basin,Countertop Basin,Countertop basin.,780,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 610mm<br>(W) 390mm<br>(H) 135mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01542.png
ONG046,Sanitary Wares,Wash Basin,Countertop Basin,Countertop basin.,800,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 630mm<br>(W) 370mm<br>(H) 150mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01554.png
ONG047,Sanitary Wares,Wash Basin,Countertop Basin,Countertop basin.,840,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 530mm<br>(W) 410mm<br>(H) 200mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01549.png
ONG048,Sanitary Wares,Wash Basin,Countertop Basin,Countertop basin.,689,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 550mm<br>(W) 410mm<br>(H) 140mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01548.png
ONG049,Sanitary Wares,Wash Basin,Semi-recessed Basin,Semi-recessed basin.,839,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 575mm<br>(W) 405mm<br>(H) 185mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01550.png
ONG050,Sanitary Wares,Wash Basin,Art Basin,Art basin.,890,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Dimension</strong></td>
 <td>(L) 494mm<br>(W) 400mm<br>(H) 255mm</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01918.png
ONG051,Sanitary Wares,Wash Basin,Ceramic Basin,Ceramic basin.,700,,https://www.bumhan.com.my/product_img/IM01917.png
ONG052,Sanitary Wares,Shower,2-Way Exposed Shower Column without Mixer,,900,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Type</strong></td>
 <td>2-way Exposed Rain Shower</td>
 </tr>
 <tr>
 <td><strong>Material</strong></td>
 <td>ABS Chrome</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01893.png
ONG053,Sanitary Wares,Shower,Sliding Shower Set,"Stainless steel chrome sliding bar.
 1.5m stainless steel polish flexible hose.",800,,https://www.bumhan.com.my/product_img/IM01912.png
ONG054,Sanitary Wares,Shower,Floor Standing Bath & Shower Mixer,,800,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td style=""width: 37.7205%;""><strong>Material</strong></td>
 <td style=""width: 56.6343%;"">Brass Chrome</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01776.jpg
ONG055,Sanitary Wares,Shower,Floor Standing Bath & Shower Mixer,,800,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Material</strong></td>
 <td>Brass Chrome</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01777.jpg
ONG056,Sanitary Wares,Shower,Floor Standing Bath & Shower Mixer,,900,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr style=""height: 13px;"">
 <td style=""height: 13px; width: 29.9164%;""><strong>Material</strong></td>
 <td style=""height: 13px; width: 64.4384%;"">Brass</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px; width: 29.9164%;""><strong>Finishing</strong></td>
 <td style=""height: 13px; width: 64.4384%;"">Black</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01778.jpg
ONG057,Sanitary Wares,Shower,Square Ultrathin Rain Shower,,800,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td style=""width: 44.6692%;""><strong>Size</strong></td>
 <td style=""width: 51.3001%;"">400mm</td>
 </tr>
 <tr>
 <td style=""width: 44.6692%;""><strong>Thickness</strong></td>
 <td style=""width: 51.3001%;"">4mm</td>
 </tr>
 <tr>
 <td style=""width: 44.6692%;""><strong>Material</strong></td>
 <td style=""width: 51.3001%;"">SUS 304 Stainless Steel Polish</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01815.png
ONG058,Sanitary Wares,Shower,3-Way Shower Column,,900,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr style=""height: 13px;"">
 <td style=""width: 51.2625px; height: 13px;""><strong>Type</strong></td>
 <td style=""width: 102.737px; height: 13px;"">3-Way Shower Column</td>
 </tr>
 <tr style=""height: 27px;"">
 <td style=""width: 51.2625px; height: 27px;""><strong>Finish</strong></td>
 <td style=""width: 102.737px; height: 27px;"">Black &amp; Rose Gold</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01895.png
ONG059,Sanitary Wares,Taps,Single Lever High Neck Basin Mixer (Chrome),"Single Lever High Neck Basin Mixer without Popup Waste, with 600mm Long Braided Hoses.",840,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td><strong>Range</strong></td>
 <td>Opal Prime</td>
 </tr>
 <tr>
 <td><strong>Connection Size</strong></td>
 <td>Braided hoses, 1/2"" FIP (WRAS Approved)<br>Withstand pressure of 10 Bar</td>
 </tr>
 <tr>
 <td><strong>Flow Rate</strong></td>
 <td>14.23 LPM @ 3 bar</td>
 </tr>
 <tr>
 <td><strong>Flow Regulator</strong></td>
 <td>By using flow regulators (Product should be ordered with suffix as G-2.5 LPM, GA-6.0 LPM, GB-8.0 LPM, GC-13.0 LPM, GD-3.8 LPM &amp; GE-1.3 LPM @ 3.0 Bar pressure) one can regulate the flow rate</td>
 </tr>
 <tr>
 <td><strong>Recommended Water Pressure</strong></td>
 <td>0.5 Bar - 5 Bar</td>
 </tr>
 <tr>
 <td><strong>Water Tightness</strong></td>
 <td>16 bar (Pass)</td>
 </tr>
 <tr>
 <td><strong>Pressure Resistance</strong></td>
 <td>25 bar (Pass)</td>
 </tr>
 <tr>
 <td><strong>Available Colour Finishing</strong></td>
 <td>Antique Bronze (ABR)<br>Antique Copper (ACR)<br>Black Chrome (BCH)<br>Black Matt (BLM)<br>Gold Dust (GDS)<br>Full Gold (GLD)<br>Graphite (GRF)<br>Stainless Steel Finish (SSF)<br>White Matt (WHM)</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01468.jpeg
ONG060,Sanitary Wares,Taps,High Neck Basin Tap,,600,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr>
 <td style=""width: 36.4301%;""><strong>Product Range</strong></td>
 <td style=""width: 57.5699%;"">Kubix Prime</td>
 </tr>
 <tr>
 <td style=""width: 36.4301%;""><strong>Flow Rate</strong></td>
 <td style=""width: 57.5699%;"">14.29 LPM @ 3 bar</td>
 </tr>
 <tr>
 <td style=""width: 36.4301%;""><strong>Flow&nbsp;Regulator</strong></td>
 <td style=""width: 57.5699%;"">By using flow regulators (Product should be ordered with suffix as G-2.5 LPM, GA-6.0 LPM, GB-8.0 LPM, GC-13.0 LPM, GD-3.8 LPM &amp; GE-1.3 LPM @ 3.0 Bar pressure) one can regulate the flow rate.</td>
 </tr>
 <tr>
 <td style=""width: 36.4301%;""><strong>Recommended Water Pressure</strong></td>
 <td style=""width: 57.5699%;"">0.5 Bar - 5 Bar</td>
 </tr>
 <tr>
 <td style=""width: 36.4301%;""><strong>Water Tightness</strong></td>
 <td style=""width: 57.5699%;"">16 bar (Pass)</td>
 </tr>
 <tr>
 <td style=""width: 36.4301%;""><strong>Pressure Resistance</strong></td>
 <td style=""width: 57.5699%;"">25 bar (Pass)</td>
 </tr>
 <tr>
 <td style=""width: 36.4301%;""><strong>Aerator Size</strong></td>
 <td style=""width: 57.5699%;"">WRAS, ACS Approved (20X1)</td>
 </tr>
 <tr>
 <td style=""width: 36.4301%;""><strong>Available Colour Finishing</strong></td>
 <td style=""width: 57.5699%;"">Antique Bronze (ABR)<br>Antique Copper (ACR)<br>Black Chrome (BCH)<br>Black Matt (BLM)<br>Gold Dust (GDS)<br>Full Gold (GLD)<br>Graphite (GRF)<br>Stainless Steel Finish (SSF)<br>White Matt (WHM)</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01822.jpeg
ONG061,Sanitary Wares,Taps,Towel Basin Mixer,,600,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr style=""height: 13px;"">
 <td style=""width: 51.2625px; height: 13px;""><strong>Type</strong></td>
 <td style=""width: 102.737px; height: 13px;"">Raised Basin Mixer</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""width: 51.2625px; height: 13px;""><strong>Material</strong></td>
 <td style=""width: 102.737px; height: 13px;"">Body - Brass<br>Handle - Zinc</td>
 </tr>
 <tr style=""height: 27px;"">
 <td style=""width: 51.2625px; height: 27px;""><strong>Finish</strong></td>
 <td style=""width: 102.737px; height: 27px;"">Black &amp; Rose Gold</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""width: 154px; height: 13px;"" colspan=""2"">
 <ul>
 <li style=""text-align: justify;"">35mm ceramic cartridge.</li>
 <li style=""text-align: justify;"">M10-G1/2 stainless steel hose.</li>
 </ul>
 </td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01880.png
ONG062,Sanitary Wares,Taps,Two Way Tap with Holder,,700,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr style=""height: 13px;"">
 <td style=""width: 51.2625px; height: 13px;""><strong>Type</strong></td>
 <td style=""width: 102.737px; height: 13px;"">Two Way Tap</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""width: 51.2625px; height: 13px;""><strong>Material</strong></td>
 <td style=""width: 102.737px; height: 13px;"">Body - Brass<br>Handle - Zinc</td>
 </tr>
 <tr style=""height: 27px;"">
 <td style=""width: 51.2625px; height: 27px;""><strong>Finish</strong></td>
 <td style=""width: 102.737px; height: 27px;"">Black &amp; Rose Gold</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""width: 154px; height: 13px;"" colspan=""2"">
 <ul>
 <li style=""text-align: justify;"">25mm ceramic cartridge.</li>
 </ul>
 </td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01883.png
ONG063,Sanitary Wares,Taps,Two Function Hand Bidet,,350,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr style=""height: 13px;"">
 <td style=""width: 51.2625px; height: 13px;""><strong>Type</strong></td>
 <td style=""width: 102.737px; height: 13px;"">Two Function Hand Bidet</td>
 </tr>
 <tr style=""height: 27px;"">
 <td style=""width: 51.2625px; height: 27px;""><strong>Finish</strong></td>
 <td style=""width: 102.737px; height: 27px;"">Black &amp; Rose Gold</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""width: 154px; height: 13px;"" colspan=""2"">
 <ul>
 <li style=""text-align: justify;"">With 1.2m stainless steel hose &amp; holder.</li>
 </ul>
 </td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01882.png
ONG064,Sanitary Wares,Heater,Horizontal Storage Water Heater (15L),"Features
 
 Multipoint Hot Water System for Mixer Tap System.
 For 1 Kitchen Sink Only.
 Capacity 15L; 3.3 Imp. Gallons.
 Power Rating 3.0kW; 240V.
 Hot Water Up to 70°C.
 Rust-Free Stainless Steel Heating Element & Tank.
 HE Energy Saving Technology; Save Energy 20% (Available for Model JH15HE only).
 High Density CFC Free Polyurethane Insulation Foam for Long Lasting Hot Water.
 
 
 
 Accessories 
 
 Universal Mounting Ring Bracket for Universal Mounting.
 Mounting Ring Bolts.",1200,"<div bis_skin_checked=""1"">
  <table style=""width: 100%;"" border=""1"" cellspacing=""5"" cellpadding=""5"">
 <tbody>
 <tr style=""height: 27px;"">
 <td style=""height: 27px;""><strong>Electrical Loading</strong></td>
 <td style=""height: 27px;"">3.0kW /&nbsp;15 Amp - 20 Amp / 240V / 50Hz</td>
 </tr>
 <tr style=""height: 27px;"">
 <td style=""height: 27px;""><strong>Tank Capacity</strong></td>
 <td style=""height: 27px;"">15 Litres / 3.3 Imp. Gallons</td>
 </tr>
 <tr style=""height: 27px;"">
 <td style=""height: 27px;""><strong>Time taken to Heat to Max 70°C</strong><br><strong>(Based on Spec 3.0kW)</strong></td>
 <td style=""height: 27px;"">15 Mins (1st Heat Up from Cold Water)<br>7.5 Mins (Subsequent Heat Up)</td>
 </tr>
 <tr style=""height: 13.2px;"">
 <td style=""height: 13.2px;""><strong>Recommended Water Pressure</strong></td>
 <td style=""height: 13.2px;"">1 - 5 Bar</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Dimensions</strong></td>
 <td style=""height: 13px;"">(L) 392mm x (W) 405mm x (H) 381mm</td>
 </tr>
 <tr style=""height: 13px;"">
 <td style=""height: 13px;""><strong>Approx. Weight</strong></td>
 <td style=""height: 13px;"">Empty: 10kg<br>Full: 25kg</td>
 </tr>
 </tbody>
 </table> 
  </div>",https://www.bumhan.com.my/product_img/IM01608.jpg
